dic_gloss,synonyms,sid,FSW
bardzo dawno,,490,M551x544S36d00479x526S15d00532x476S22114525x508S2b704522x520S2b704537x520S31b00481x482
bardzo mocny,,1467,M540x566S1f700520x538S1f708463x539S30c00482x482S2fb00495x560S26f02505x522S26f16487x521S35000482x482
bardzo nie lubić,,650,M550x553S34200482x482S14c32519x529S2e500490x524S21100476x528
baron,baronowa,2266,M512x530S2e300489x469S15a20495x503
bawić się,,2015,M550x540S33e00482x482S30005482x482S10011512x510S2e000529x494S20500518x496
bawić się,zabawka,1583,M541x564S33e00482x482S18536520x518S1853e470x539S23100515x547S23110464x519
bazylika,,397,M551x537S10011461x506S10019449x505S20500459x495S20500522x462S17d20528x522S17d28504x522S2df06529x497S2df1e503x499S17d00526x476S17d08502x476S2fb00517x493
będzie,,339,M514x524S15d10490x497S26b00487x476
będzie,,767,M512x530S15d10493x492S2f900494x525S26900489x470
Belgia,,350,M544x517S30006482x482S15a10518x490S20e00514x478S26500530x491
benzyna,,1521,M533x532S20348490x517S1f521511x467S2380c492x486S21000468x503
Berlin,,1186,M518x517S30000482x482S10020497x456S20500484x473
Berlin,,1723,M524x517S30000482x482S20500484x473S19a18496x466
Betlejem,,1139,M519x535S14c11493x482S14c19480x482S20700492x464S2e020489x506
bez,,1570,M523x526S15d39479x491S15d51476x503S20e00502x475S26607501x490
beznadzieja,,1871,M559x583S1f523523x511S1f525456x511S22c03526x526S22c15444x527S1f524515x568S1f524476x567S35000482x482S2fb00494x550
bezpieczeństwo,bezpieczny,1966,M551x518S36d00479x484S15a10522x491S20600529x482
bezpośredni,,60,M520x537S15d18480x488S15d10501x510S20e00486x520S26700495x463
bezradność,,1921,M528x589S35904482x482S14c02496x538S14c0a477x538S20500496x529S2a603511x562S2a612478x561S2fb00497x583
bezrobotny,bezrobocie,1973,M555x529S15d39455x494S15d51444x506S26607481x471S20e00474x508S20300515x488S20302515x509S20600533x500
bezsens,bez sensu,1935,M580x525S15d39419x489S15d51430x497S26507448x487S20e00455x501S10039478x490S10051499x490S10059530x497S10031559x495S20500497x475S20500557x476
Biała Podlaska,,602,M659x529S17800523x476S22f04521x497S20e00506x486S36d00479x481S14c18584x472S14c10610x484S20e00600x491S22b10559x474S22b14570x477S22b04643x479S22b00629x478S37a06519x527S37a06567x527
Białoruś,"Białorusin, białoruski",1820,M578x553S33100527x482S1c500548x483S20500540x495S24904535x517S36d00437x499S17800481x494S20e00464x504S22f04479x515
biały,,1034,M546x523S17832525x478S22f04521x509S20e00506x498S36d00479x493
Białystok,,1774,M621x561S17832488x502S28802579x484S20e00475x521S36d00441x512S16f10597x497S2ff00523x482S37a06550x559S22a04485x532S37a06455x559S37a06502x559S16f52563x497
Białystok,,2016,M624x538S36d00479x478S18032527x465S17118564x477S1714a604x484S2880a581x462S20e00537x494S22a04525x501S37a06480x536S37a06527x536S37706573x536
biblia,,2017,M519x521S15a18482x484S15a10496x494S20600497x479
biblia,,2018,M561x527S15a18439x489S15a10453x500S20600455x486S15a10522x492S15a18509x492S2e01c485x493S2e004540x493S20500518x482S2fb00515x474
biblia,,756,M560x522S15a10523x495S2fb00516x477S20500519x485S15a18512x495S2e008539x491S2e010487x493S15d39440x493S15d51453x499S20600449x479
biblioteka,,482,M574x529S15d10518x473S26606540x485S2fb00456x475S26f00534x470S20500459x486S15a10464x502S15a18451x502S2df04479x504S2df1c426x505
bić brawo,,1809,M527x514S15d39473x488S15d51480x491S20c00499x486
biegnąć,"biec, pobiegnąć, pobiec",820,M539x539S1bc57497x488S1bc59461x495S21d00502x520S21d00463x525S26607517x461S26617481x470S2fb00487x533
Bielak,,670,M552x518S17800523x482S20e00506x492S36d00479x487S22f04527x504
Bielsko-Biała,,138,M572x524S17800523x476S22f04521x497S20e00506x486S36d00479x481S22f04546x497S37a06476x522S37a06524x522
biernik,,238,M521x527S36d00479x497S2df00455x473S14411462x499
bierność,bierny,1934,M532x592S35904482x482S18030502x540S18038461x540S22b04516x562S22b14466x562S2fb00491x560
bierzmowanie,,1435,M534x530S2ff00482x482S20500503x499S11511509x503
bierzmowanie,,1749,M538x526S11511513x499S20500518x485S30006482x482
bilet,,1239,M532x529S1ef40503x483S1ef48469x483S26a02513x502S26a16475x502S2fb00494x510S20500496x472
biologia,,1326,M538x535S36d00479x466S15009467x477S15001510x477S2e50c506x508S2e514470x506S2fb00493x498S20e00497x476
biskup,,1792,M547x517S2ff00482x482S15a10535x483S15a18451x481S2390f513x455S23917467x452S20500494x449S2fb00491x468
biuro,,1147,M522x521S36d00479x480S1ec10499x491S20500488x489S20500489x510
biznes,,1849,M519x516S10c11489x484S22f03482x495
błąd,,1826,M546x530S30007482x482S19a00514x485S2df0c525x509S20500507x471
blady,,990,M531x545S31400482x482S15a10518x492S30006482x482S22a04517x521S21100518x477S2f800483x534
błędy,,1380,M545x538S19a08454x485S19a00517x485S2ff00482x482S2e00c524x510S2e014458x509S2fd00488x527
błędy,,1558,M545x539S2e00c524x511S19a00517x485S2ff00482x482
błogosławieństwo,,1290,M550x547S2ff00482x482S15a10526x485S22b04524x517S26606520x521
blondyn,,2178,M547x537S30007482x483S19a01519x483S29504524x506
bluzka,,2212,M531x532S36d00479x469S1f511503x474S1f519472x474S2390c499x502S23914478x502S21100518x492S21100464x494
bluzka,,2259,M533x538S36d00479x462S14c02502x480S14c0a470x481S20500517x501S20500478x501S20500479x525S20500517x525S22b24496x508
Bochnia,,1118,M524x525S27122506x476S21100487x475S1ea50478x489S37a06476x523
bocian,,1698,M529x517S33100482x482S1f010498x497S22104500x485S26600513x465
Bóg,,1348,M545x519S2ff00482x482S15a20529x492S2e300522x460
bogaty,"bogactwo, bogacz",2019,M540x531S36d00479x503S15400525x506S26500523x481S2f900524x469
bogaty,,1730,M528x554S31900482x482S15000490x523S20500480x521S26500514x530S2f900516x521
Bogdan Szczepankowski,,1104,M543x524S20357458x503S14c51471x496S18551516x475S25907490x487S25907498x497S20e00466x484
boks,,1142,M542x531S20340503x494S20348483x469S27110457x491S27100502x474S2fb00480x525S2fb00489x524
boks,,2020,M552x537S1f702524x464S1f70a462x465S26702508x490S26712448x489S26706510x505S26702509x521S26716449x504S26712449x519S2fb00493x482
ból,boleć,636,M518x555S33b00482x482S15000491x524S20600469x531S31900482x482
Boże Narodzenie,,379,M526x526S15a07503x484S15a21474x475S24905494x495
brać,,288,M512x545S14c50488x454S26604492x492S20350493x530
brak,brakować,1984,M520x530S15a48481x475S11840494x485S26a04493x516S20e00495x469
brat,,1437,M594x525S26500529x485S10020522x493S20e00514x480S30006482x482S10050579x495S10058561x495S20500571x480
brat,,551,M599x525S26500529x485S10020522x493S20e00514x480S30006482x482S10050579x495S10058561x495S21100572x455S27120560x474
brawo,,461,M527x514S15d39473x488S15d51480x491S20c00499x486
brązowy,,1382,M524x517S33100482x482S1f500496x500S20600502x490
Brazylia,,1389,M533x546S2ff00482x482S15a10519x485S29204519x515
Bruksela,,280,M529x528S1100a470x496S11002502x496S20600488x479S2fb00491x472S37906479x526
brunet,brunetka,2180,M564x524S2ff00518x483S15d01541x496S22f03528x503S36b00446x482S1eb10482x492S20800484x478
Brzesko,,19,M522x526S36d00479x475S15d1f480x480S22b05498x502S21100507x490
brzydki,,1451,M544x520S33100482x482S14c10452x489S35100482x482S17510523x500S26602480x498S21b00518x491S31900482x482
buddyzm,,1449,M550x560S30104454x477S15a18461x533S15a10473x533S20500467x525S30000510x487S1f51c521x470S20500540x481
Bułgaria,"bułgarski, Bułgar",1009,M529x528S16e36480x492S18010472x489S20500497x506S2e208505x471S37a06481x526
bułka,,97,M527x523S16e36482x498S18010474x495S20500499x512S2e208507x477
bunt,protest,1938,M540x538S14c20517x463S14c28459x462S2df00518x504S2df18462x501S2fb00490x485S2f900523x533S2f900464x531
burza,,393,M554x575S35000482x482S10020536x487S10028452x488S24a04533x528S24a1c453x524S2fb00494x549
but,,1157,M517x521S20350485x479S20358483x500S26504501x478S21100502x499S21400502x516
but,,927,M523x521S20350478x478S20358476x499S20e00497x509S26a04496x480S21400495x501
buty,,2202,M541x522S20350462x480S20358460x501S26504479x478S20e00479x502S20350521x481S20350526x500S26514504x479S20e00511x501S21400509x517S21400478x517
być,jest,1012,M522x518S20348491x503S20350492x481S26500508x483S20e00478x493
być ciemnym,"ciemniak, nieoświecony",797,M525x517S31400482x482S33b00482x482S15a01502x477S2a603482x455
był,,1050,M562x508S36d00479x498S20500522x497S17800536x491
C,,537,M510x510S16c10490x489
Ć,,162,M510x519S16c10489x498S22a04497x480
cel,,1936,M513x547S15d3a486x453S10040486x517S20500494x477S26500492x493
celownik,,789,M521x530S36d00479x471S11e11465x476S2df04471x509
cerkiew,,1465,M524x522S10012475x494S10018479x489S21100486x477S2a602507x499
CH,,1855,M518x515S12220482x488S22a04505x485
chadecja,,821,M514x509S1ea51486x490
charakter,,1980,M536x542S14c39464x515S14c51509x458S22b03490x490S22b03503x499S20500465x501
chat,,958,M527x527S26a14500x478S2fb00500x499S10040477x497S26a00496x513S10c0a472x473
chcieć,pragnąć,101,M530x534S22a14476x504S22a04512x504S15030470x466S15038504x466S2f900476x527S2f900512x529S2fb00493x508
Chiny,,185,M524x567S33b00482x482S1ce42494x538S1ce4a475x536S22b04505x509S22b14479x509S2fb00492x561
chleb,,2228,M527x525S17801488x492S1810a482x513S22a04494x475S21410472x507S21100514x504
chłopiec,"chłopak, mężczyzna",1112,M553x530S26a00526x499S10020520x500S20e00521x484S32a10482x482
chłopiec,"chłopak, mężczyzna",1624,M552x530S26a00525x499S10020519x500S20e00520x484S30006482x482
chmura,,125,M549x517S32100482x482S15420509x441S15428483x449S2e500526x448S2e518453x465S2fd00488x432
chodź,,1471,M557x528S30101482x477S32406482x488S18017537x503S22100532x491
chodź,,1647,M518x543S30107482x477S32402482x488S22100450x510S1801d446x523
chodź,,1729,M518x560S31400482x482S22100490x532S18000485x545
chodzić,,912,M526x520S15d39475x489S12250486x493S20e00477x480S26a07505x484
chodzić,przychodzić,1636,M539x515S15a40486x484S10050524x485S26a02505x487S20600460x493
choinka,,651,M529x549S15d40502x461S15d48482x461S28905502x494S2891d472x494S2891d474x519S28905502x520S20500497x450S2fb00494x543
chomik,,2099,M541x523S33c00482x482S15011512x495S15019464x496S21800523x482S21800459x485S2fb00493x471
choroba,,729,M522x519S11549477x491S11541490x492S20600500x481
chory,,509,M522x519S11549477x491S11541490x492S20600500x481
chować,schować,2021,M522x544S15a56495x493S18232493x521S2c700477x489S15a50488x455
Chrystus,,1397,M570x551S1ec20514x519S2330a544x521S1ec56547x488S2ff00482x482
Chrystus,,624,M541x517S30000482x482S2330a515x468S1f540494x486
chrześcijaństwo,"chrześcijański, chrześcijanin",233,M514x509S1ea51486x490
chrzest,,1261,M530x542S1ea51494x499S37606470x458S23004505x524
chudy,,2187,M535x545S21100467x490S10611512x498S10619464x500S26902515x528S26916469x529S21100520x489S30002482x483S30006482x483S34900482x482
chudy,,2188,M550x560S34d00482x482S19210529x502S22b04534x530
chwała,"chwalić, pochwała",1715,M525x515S15d39474x486S15d51486x492S20600503x485
chwała,,2168,M519x521S15a18480x487S15a10494x494S20600497x480
chwila,"za chwilę, moment",2025,M516x516S1eb00492x497S21d00484x483
chwila,trochę,1079,M515x515S1eb00491x496S22114485x485
ciastko,,620,M533x513S15d48468x486S12220511x486S20600489x499
ciastko,,858,M525x519S15d48475x492S12220503x492S20500494x504S21800503x480
cicho,,2293,M529x534S10010487x504S35000482x482S20500519x511S2f900518x524
cichy,,69,M518x535S34d00482x482S10010486x505S20500503x501
cię,ciebie,535,M510x521S1ec56491x478S22a04491x506
ciekawe,,1640,M541x597S2a603505x558S20e00511x532S1f036521x531S1f451511x576S31a00482x488S30104482x477
ciekawy,"interesujący, ciekawe!",2023,M518x547S31400482x482S11800482x507S26a02503x520
ciekawy,,2024,M532x539S31400482x482S11800482x507S2e500509x512
ciemny,,1623,M552x537S1f702502x517S1f70a494x508S14c00529x463S14c08448x467S22b03511x484S22b15465x486S2fb00493x499
ciepło,,1517,M540x535S33e00482x482S15000487x504S26a04513x513
ciepły,,1269,M536x536S33e00482x482S15000487x504S2e500513x509
cierpienie,"cierpieć, męka",1975,M566x523S36d00479x478S1c501541x480S1c509441x483S27103516x495S27115459x497S20500518x482S20500478x483S2fb00492x510S2fb00498x510
cieszyć się,,2026,M536x562S33e00482x482S15d02494x519S15d0a484x543S22f04509x543S22f14469x528S20e00524x529S20e00466x547
cieszyć się,,290,M518x572S15d02482x534S34000482x482S20e00481x526S22f04486x558
cisza,,1253,M545x574S34d00482x482S10010485x505S20500501x500S14c20522x543S14c28464x543S26605502x526
cisza,,2269,M593x548S2ff00519x482S10010450x511S15d21537x523S15d29517x525S26606563x528S26612484x529S33b00445x483
cisza,,488,M602x538S34d00482x482S10010486x508S20500505x518S15d29556x506S15d21565x505S26506587x504S26512539x506S2fb00564x492
CL-człowiek,,159,M507x515S10010492x485
CL-człowiek,,200,M513x511S11852486x488
CL-człowiek,,948,M507x518S1f540492x482S2f900494x513
CL-leżeć,,1825,M523x520S15d50504x480S15d58478x480S2f900480x513S2f900511x515
CL-przedmiot,,1169,M506x513S15a50494x486
CL-przedmiot,,66,M506x513S15a30494x486
CL-przedmiot,,807,M507x517S1f540492x483S2f900494x512
CL-przedmiot,,938,M506x513S15a10494x486
CL-rower,,256,M506x513S15a40494x486
CL-rozmieszczać,,1608,M586x595S35000482x482S15420523x522S15428465x546S26500538x510S26500551x532S26500537x559S26500506x544S2e609557x552S2e616416x528S26510483x538S26510451x527S26510442x563S26510470x580
CL-samochód,,1744,M511x515S1ce40489x485
CL-samochód,,1804,M506x513S15a50494x486
CL-zwierzę,,249,M513x511S11852486x488
cmentarz,,941,M556x534S10011456x501S10019443x501S20500457x486S10019482x504S10019523x504S10011495x504S10011535x504S20500494x487S20500535x488S26726482x465
co,,1072,M564x565S1ef10522x525S2df04529x544S30100482x477S30c00482x488S2f900553x531
co,,2061,M521x520S1ef10479x480S2df04486x499S2f900510x486
co najmniej,,1421,M520x587S2f900509x556S15d39486x564S15d51491x523S22a04491x548S31900482x482
co słychać,,1585,M536x523S31b00482x488S33e00482x488S30100483x477S15710518x490
co to jest,,657,M518x551S30c00482x488S30100482x477S30004482x488S10a08503x525S20600482x526
co ty powiesz,"aha, ciekawe, naprawdę",1488,M541x597S2a603505x558S20e00511x532S1f036521x531S1f451511x576S31a00482x488S30104482x477
codziennie,,226,M550x525S1f510517x510S36a00482x477S26a00523x494
córka,,1258,M545x583S30005482x482S1ea10514x508S1d452517x554S20500520x496S22a04521x535
córka,,2094,M549x568S1d411524x473S33010479x482S20500521x502S1d412515x518S22b04506x538S21100528x550
coś prostokątnego,,1356,M552x523S10020507x488S10028481x488S2fb00492x477S23d04525x487S23d1c448x489
cudzysłów,,913,M530x520S11020511x493S11028469x493S21800512x480S21800473x481
cukier,,2243,M517x534S11539482x507S11551489x467S28805497x493S20e00482x498
ćwiczenie,ćwiczyć,1685,M545x531S36d00479x470S20320530x476S20320472x516S2eb03510x497S20e00502x487S20e00481x487S2eb41452x483
Cygan,"cygański, Rom, romski",936,M518x517S20600496x482S15d0a482x492S15d01492x494
cywilny,,1138,M543x530S36d00479x470S1ce42498x476S1ce4a470x507S22b14479x479S21100530x509S22b00516x500S22b04503x500S22b10467x478S21100455x491
CZ,,1485,M519x515S12210497x488S26502481x484
czapka,,2222,M539x518S2ff00482x483S1ea10497x471S26904523x478S2f900526x499
czapka,,2223,M538x517S2ff00482x482S20310522x478S20314464x479S22a04525x499S22a14466x500S2fb00492x472
czarny,,1322,M528x523S2ff00482x482S15d01505x495S22f03492x502
czas,,647,M559x519S12220505x480S12228470x480S26706517x503S26712442x502S2fb00491x510
czas,,687,M529x522S36d00479x479S16c20475x501S26606499x505
czas ucieka,,1660,M537x522S37806463x507S20356498x501S10013490x477S2ee08516x488S2f700523x515
czasownik,,437,M524x533S1ec40492x514S1ec44476x493S2ea00509x492S2ea14491x467
Czechy,"Czech, czeski",1701,M557x528S33b00482x482S14e10514x469S2c404519x504
czekać,"poczekać, zaczekać",365,M537x527S36d00479x474S1f540517x484S22f04512x513S20e00503x484
czerwiec,,158,M527x520S11042500x480S26a03473x499S20e00496x506
czerwiec,,900,M526x519S11542496x481S20500485x508S20500474x494
czerwony,,755,M548x534S30004482x482S10052499x502S27102533x489S21100516x520
cześć,"pa, do widzenia",924,M559x540S33e00482x482S14c20529x509S26902540x454S26906541x474S26902540x491
cześć,hej,1566,M540x517S33e00482x482S15a11517x482S26500521x460
czeski,,1763,M557x528S33b00482x482S14e10514x469S2c404519x504
Częstochowa,,123,M560x524S30006482x482S18000530x509S20500518x484S20500518x502
człowiek,,176,M538x517S30007482x482S1ec10515x471S20500507x474
cztery dni,,1600,M541x526S14c00518x474S28909488x480S14401460x497
cztery godziny,,1447,M538x534S37806461x492S20356497x486S2df08517x480S2df0c515x513S14401487x505S14421487x465
cztery godziny,,1618,M529x522S14400471x491S1ea10504x501S26b00502x478
cztery godziny,,1671,M526x529S37806473x520S20356509x514S2e308503x471S14420493x490
cztery lata,,170,M520x515S2ea00480x489S14400498x484
cztery złote,,1295,M519x515S26a02481x486S14400497x484
czuć,,1377,M521x533S36d00479x468S14c02490x510S20e00478x513S22f00489x492S14c01494x468
czuć ładny zapach,,1667,M546x517S31b00482x482S33e00482x482S2ea08531x488S18102498x493
czuć się,forma,472,M521x533S36d00479x468S14c02490x510S20e00478x513S22f00489x492S14c01494x468
czwartek,,1001,M520x520S12210480x484S27102505x480
czwartek,,1830,M519x520S16c10480x488S27106504x480
czwarty,,1021,M512x527S14420490x496S2df00489x473
czwarty,,479,M523x519S20500483x480S10021493x492S18e08476x489
czwórka,,483,M515x529S15d39488x506S20b00491x495S1444e484x470
