Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S19a,4,2.48%,3,2.75%,"بوظ (بوّظ, كسر, break, mess up) (sid_103), حمام (تواليت, bathroom, restroom, toilet) (sid_69), عربي (Arabic) (sid_70)",112,69.57
S150,4,2.48%,2,1.83%,"أرهب (terrorism) (sid_33), إيران (ايران, اسد, أسد, Iran, lion) (sid_56)",116,72.05
S182,3,1.86%,2,1.83%,"نظام (system) (sid_47), يوم (اليوم, day) (sid_16)",119,73.91
S10a,3,1.86%,3,2.75%,"السادات (سادات, Sadat) (sid_96), بنت (مؤنث, مؤنّث, girl, feminine marker) (sid_38), سنة (سنوات, سنين, عام, أعوام, year, years) (sid_15)",122,75.78
S118,3,1.86%,3,2.75%,"قديم (عجوز, old) (sid_42), ناصر (عبد الناصر, Nasser) (sid_97), ولد (مذكر, مذكّر, boy, masculine marker) (sid_34)",125,77.64
S15d,2,1.24%,2,1.83%,"جوز (جوزة, زوج, زوجة, husband, wife) (sid_67), ميكروباص (سرفيس, microbus) (sid_81)",127,78.88
S110,2,1.24%,2,1.83%,"ذنب (ذنوب, sin) (sid_35), مترو (قطر المترو, Metro, Metro train) (sid_83)",129,80.12
S1ec,2,1.24%,2,1.83%,"الجمعة (يوم الجمعة, Friday) (sid_9), بريطانيا (انجلترا, UK, Britain) (sid_19)",131,81.37
S106,2,1.24%,2,1.83%,"دودة (worm) (sid_23), ضعيف (weak) (sid_50)",133,82.61
S19d,2,1.24%,1,0.92%,مطرية (Matareya) (sid_92),135,83.85
S185,2,1.24%,1,0.92%,مع (with) (sid_107),137,85.09
S192,2,1.24%,2,1.83%,"عسل (honey) (sid_55), مدرسة (school) (sid_76)",139,86.34
S170,2,1.24%,1,0.92%,"آمن (يؤمن, اعتقد, يعتقد, believe) (sid_104)",141,87.58
S157,2,1.24%,1,0.92%,"بطيء (بشويش, ببطء, slow, slowly) (sid_49)",143,88.82
S1ce,2,1.24%,1,0.92%,"مهندس (مهندسين, المهندسين, engineer, Mohandiseen) (sid_88)",145,90.06
S1a0,2,1.24%,2,1.83%,"العاشر من رمضان (10th of Ramadan) (sid_93), بوليس (شرطة, police) (sid_52)",147,91.3
S1eb,2,1.24%,2,1.83%,"صغير (small) (sid_51), ملح (salt) (sid_53)",149,92.55
S1e7,1,0.62%,1,0.92%,"مياه (ميه, مية, ماء, water) (sid_54)",150,93.17
S1ea,1,0.62%,1,0.92%,"فيه (في , هناك, there is, in) (sid_24)",151,93.79
S180,1,0.62%,1,0.92%,"أب (بابا, father, dad) (sid_39)",152,94.41
S11a,1,0.62%,1,0.92%,"الحد (يوم الحد, الأحد, يوم الأحد, مسيحي, المسيحي, Sunday, Christian) (sid_2)",153,95.03
S16f,1,0.62%,1,0.92%,"صاحب (صديق, friend) (sid_66)",154,95.65
S144,1,0.62%,1,0.92%,رمسيس (Ramses) (sid_98),155,96.27
S1c6,1,0.62%,1,0.92%,دبابة (tank) (sid_63),156,96.89
S19c,1,0.62%,1,0.92%,حلوان (Helwan) (sid_90),157,97.52
S155,1,0.62%,1,0.92%,جامعة (university) (sid_75),158,98.14
S124,1,0.62%,1,0.92%,"التلات (يوم التلات, الثلاثاء, يوم الثلاثاء, Tuesday) (sid_4)",159,98.76
S1f7,1,0.62%,1,0.92%,"الصين (صيني, China, Chinese) (sid_14)",160,99.38
S1e6,1,0.62%,1,0.92%,"ذكي (زكي, clever, smart) (sid_32)",161,100.0
